72,-45,37
-12,-16,30
-41,95,24
14,-2,11
-70,-55,6
-4,37,19
14,26,5
4,-64,23
67,55,39
-61,28,16
-9,-97,42
22,-70,13
-20,-16,37
41,-100,16
42,-32,35
-12,-5,47
50,-33,41
35,-92,45
96,19,31
-30,-89,11
-24,-58,45
-60,76,22
-39,24,7
-71,-41,36
53,-3,18
76,21,29
-53,66,33
44,99,47
96,27,24
20,-50,10
-97,80,13
94,-17,19
35,45,9
-58,-48,17
18,49,6
-88,22,5
61,44,48
-8,11,10
54,85,25
41,-2,50
3,-78,10
62,-15,10
-68,-78,22
99,35,45
83,-4,35
83,77,14
-92,62,46
-12,10,3
-66,-51,44
42,73,39
83,16,4
82,-75,37
-11,33,39
84,-19,7
68,23,21
96,-62,15
75,-44,28
2,31,19
-11,55,42
-98,45,1
-59,-100,8
59,-23,38
62,91,28
78,8,1
74,45,18
-81,-68,26
80,54,17
59,-23,36
-73,-65,29
-23,-60,9
11,84,46
-67,69,1
-45,-32,34
41,-60,43
34,-28,10
53,-78,28
79,90,46
40,-41,35
23,-3,39
73,-99,28
-57,91,16
-47,32,41
74,-17,2
-63,69,26
-6,-24,15
-30,-96,35
-35,6,32
97,-60,16
-16,49,16
97,-38,45
77,68,40
-65,80,12
70,77,49
98,38,47
-91,-97,38
-7,70,25
69,52,18
28,74,49
-89,5,17
3,-54,40
78,54,11
-92,-29,36
10,-6,4
-91,-35,6
32,64,16
-10,70,32
-41,19,40
98,-89,16
76,-94,8
-65,-24,12
79,14,46
38,-28,35
37,-56,18
33,92,35
99,52,12
-36,-79,32
99,65,43
92,31,15
65,-35,28
-92,14,42
-29,57,15
23,5,50
-30,80,20
51,-90,24
-36,29,39
-43,13,47
86,-54,9
45,-97,27
-76,58,50
-1,-9,10
99,-40,14
-21,22,20
55,18,13
-58,-100,34
16,-10,32
35,77,27
4,-42,22
-46,24,30
7,-34,35
52,35,30
63,41,23
87,-98,3
31,14,1
34,46,44
91,44,20
36,-96,48
2,98,18
-92,16,7
-49,77,24
56,-57,12
-83,-41,15
-10,-8,19
-48,-22,49
17,91,47
-33,29,3
45,-14,9
71,-67,4
7,27,37
-91,-40,21
-34,83,39
12,-16,33
-37,44,2
72,-12,6
-98,-12,8
37,3,17
-90,18,38
69,12,4
-38,-25,30
50,-35,5
99,-89,16
-39,-94,17
26,-5,34
19,33,29
-41,-95,36
-90,-69,24
48,13,37
-66,-54,19
13,-97,34
-65,-25,11
76,-37,16
61,-74,18
2,92,20
49,-95,18
-66,27,11
-75,-50,11
-48,-62,8
3,-79,4
-45,-91,2
12,36,11
-81,76,10
49,-83,25
-7,95,31
0,-13,38
-62,-92,12
-63,-88,16
11,-62,3
100,2,27
43,49,12
-38,7,19
-90,-73,12
74,73,15
-72,-48,9
-5,91,32
-51,19,35
-72,-32,1
95,71,45
-47,14,33
-65,-63,34
55,-81,16
60,-43,40
14,87,8
73,-99,2
-6,49,27
61,-8,15
55,-59,15
-1,-76,8
-54,30,32
-67,27,8
-59,-66,9
42,-36,48
11,-7,23
-11,43,49
8,25,25
-17,-94,33
19,69,11
68,-74,8
81,-72,34
37,-46,17
-70,84,9
-22,55,43
89,-22,34
-40,-7,15
76,29,29
-83,-39,18
82,33,16
32,58,1
-50,-2,26
-22,87,46
20,17,49
38,75,7
-63,-17,31
50,43,40
-1,64,38
-2,3,15
6,14,28
21,84,1
-35,30,34
-65,1,21
35,49,1
-67,-33,45
54,45,45
-20,35,31
-2,-9,23
-74,56,7
67,36,34
-6,-51,5
-23,-57,32
66,35,50
-95,-37,45
-18,-30,7
18,95,13
65,38,24
-14,15,37
-13,-69,22
-12,23,2
-21,58,34
-52,38,39
4,74,35
59,-96,23
-10,16,45
20,54,34
5,-42,3
-22,-8,40
-25,49,50
55,-20,17
3,44,37
-22,21,47
-58,-43,10
32,-70,15
-7,-71,8
90,30,28
10,-45,31
91,63,9
-63,-100,35
17,-59,29
-85,67,42
38,-99,48
-31,86,36
-35,-80,15
68,-67,27
-99,-43,48
-74,-46,27
98,58,44
-5,-6,9
85,73,2
56,-62,35
17,-32,42
-8,96,1
44,4,24
-51,27,9
17,-41,22
35,34,45
-18,65,8
-2,-45,41
-14,65,43
65,82,35
16,-33,8
31,29,31
7,-72,46
74,-2,44
26,-90,50
27,20,46
-60,72,49
65,-34,3
91,-62,42
11,-86,19
26,-54,36
4,-21,2
39,80,39
-18,-51,23
44,-3,43
86,79,7
-38,42,34
76,71,27
-90,-95,7
-64,79,31
-27,-11,50
-94,53,17
-98,39,30
-36,-22,39
-1,-98,45
68,46,28
35,8,45
-93,40,13
-27,-64,11
-98,-78,13
3,-32,6
-97,4,4
43,22,5
-17,-55,31
-51,5,43
-77,100,2
62,30,4
-25,-68,9
-84,44,45
-68,37,40
-71,-27,7
47,-92,30
95,94,21
0,-3,45
65,35,43
29,-79,10
-10,-51,8
-85,64,25
-84,84,42
-90,7,4
-20,-78,48
47,-32,4
-44,99,43
99,-70,40
25,67,27
12,-61,11
-54,42,21
-81,57,45
12,1,50
41,-63,41
-76,47,45
-31,51,44
-87,-12,36
-13,-62,21
-23,13,50
19,56,3
2,30,45
-17,83,13
-18,61,23
40,-31,10
-61,-95,28
11,87,32
-35,7,13
26,33,41
91,76,30
52,-68,12
-11,-7,37
92,22,26
69,46,22
55,82,28
58,-68,22
9,-11,9
-98,-86,25
-65,83,50
-25,83,24
-8,-8,35
40,27,6
69,-40,17
36,-4,21
66,83,45
-48,-90,22
-12,-2,5
-5,-43,1
-89,-52,3
21,-46,26
82,93,28
-11,-74,49
-23,-27,12
-47,58,27
-9,99,45
-35,29,1
-57,-88,5
-18,-66,10
-76,-24,37
-91,6,46
-25,-28,6
67,-15,9
-65,65,42
-42,-11,23
-13,41,45
5,-34,26
19,63,45
48,-69,35
80,-44,11
89,34,26
99,-92,23
82,-80,34
-50,97,3
4,45,19
9,2,41
-36,-81,4
-76,-34,43
-75,-20,36
85,-13,39
-6,26,25
86,-90,24
-35,9,33
7,0,20
84,-80,46
84,-66,38
-83,-78,2
-80,30,38
-48,100,8
-68,81,46
-35,-28,25
-74,59,14
11,-71,9
-9,52,4
88,80,36
27,-28,46
-33,69,4
-2,-13,4
-57,-72,49
20,57,29
16,-74,5
-32,72,13
-59,97,11
-83,-26,45
-79,23,2
-35,23,10
81,-59,3
61,28,33
-59,-16,47
37,52,46
-3,71,45
47,69,23
100,-29,11
80,44,50
65,-26,39
-18,-63,47
-17,5,40
78,-6,10
-62,72,4
-8,-76,49
-67,24,8
12,35,7
10,92,41
79,-40,47
-99,-55,27
-94,-41,7
62,-68,33
82,17,44
28,-16,6
85,-29,39
-94,-78,40
-12,35,41
-74,-53,8
20,1,12
24,-61,47
-31,86,48
17,-32,39
62,44,26
89,-11,13
67,-69,32
-25,-53,6
-64,-59,29
-48,-63,5
1,80,31
77,64,45
28,-96,45
-68,68,17
49,53,44
73,88,37
78,25,42
20,-65,12
-35,-16,11
-33,-65,41
-26,-50,12
-70,66,38
-12,61,22
-93,77,8
-98,62,22
99,-54,29
45,-14,6
-34,93,15
-73,13,15
-70,-86,46
-86,-17,14
47,28,14
-84,-31,37
58,-30,34
-47,-42,17
63,21,5
-72,45,27
75,-28,47
-47,-35,41
46,-12,28
-13,23,25
-9,45,46
-2,80,10
-59,8,15
-13,57,1
-70,-88,10
-8,24,13
85,49,36
62,-69,35
-64,-33,25
55,77,23
52,9,11
-96,41,5
-24,-29,40
-52,2,8
-67,-54,10
-34,-9,7
32,-96,18
75,11,17
16,99,34
100,78,32
62,-56,43
85,-26,31
84,8,12
-79,40,12
-75,24,18
81,11,47
68,3,45
-87,94,29
33,-4,46
-15,-27,16
92,32,32
24,50,31
66,74,34
-93,-29,16
34,5,24
-59,-2,42
48,41,3
-43,-23,20
85,76,38
-7,26,27
68,-72,29
77,-39,1
78,13,17
-62,-96,18
-73,42,5
100,-7,48
48,-4,22
4,-76,17
-80,-16,9
-60,68,46
-9,-48,9
75,-13,40
74,50,35
76,21,49
64,72,46
-48,-85,35
-11,45,28
80,5,40
-37,44,33
-37,-49,12
-97,-53,35
31,12,26
40,-59,5
-46,-88,30
-6,-38,10
-4,-52,14
-71,63,22
63,35,24
3,60,42
51,-19,38
41,81,42
54,72,5
1,-5,38
-34,32,1
-61,28,7
-55,-43,19
84,97,45
49,50,42
100,18,6
-13,-23,35
-39,57,14
90,-28,36
-95,84,48
-85,-35,7
48,86,7
-51,10,14
46,5,24
-100,23,29
71,77,8
14,-50,44
-42,41,43
68,80,18
60,23,44
18,-5,37
-50,-61,4
25,9,17
6,-64,20
94,57,5
-45,21,42
60,99,39
-57,41,27
41,-92,26
60,23,23
-69,-76,30
29,53,46
29,-74,12
72,13,7
-93,-52,10
-52,-70,42
45,-28,50
80,1,39
61,-4,10
-26,7,37
89,55,47
10,54,33
-64,48,13
73,66,15
-37,-72,21
-37,61,2
-11,-91,15
6,-10,1
12,-53,7
61,45,31
92,4,23
-78,38,8
89,-87,39
-52,-91,31
-12,42,50
74,76,14
85,-61,21
8,-57,49
-78,-3,9
95,-70,32
51,68,38
-52,-32,45
-92,52,7
51,-36,19
-37,54,9
0,82,38
-71,12,23
-32,74,38
-23,13,22
-77,-18,26
-13,15,47
-43,-73,43
27,-85,23
94,-14,36
-87,91,40
-43,-1,27
-75,7,32
52,-73,30
-23,-27,50
-59,-41,39
-26,-47,5
-65,-50,31
82,54,3
24,-89,18
13,27,17
75,73,15
-14,81,14
-74,69,29
89,-53,15
-86,-90,50
-95,-91,50
-27,89,50
-16,-47,12
-62,-45,7
98,-50,31
-84,29,6
59,88,42
59,24,8
92,-97,44
62,7,29
-82,82,7
-51,-19,17
97,6,47
-36,90,44
48,-21,5
95,61,27
-94,-72,26
-82,2,21
55,7,31
-83,-90,11
95,66,46
18,-32,2
-29,87,44
92,-33,24
93,-76,9
-6,-66,36
33,45,10
-77,-18,11
-10,51,47
86,59,1
17,-22,45
1,-70,12
17,70,46
48,-64,19
9,22,1
94,-57,10
0,39,27
-62,67,12
84,-28,25
33,-98,31
-10,66,36
-47,14,39
-56,-60,8
-11,29,23
-79,98,47
44,93,46
-52,-31,36
-79,44,32
76,41,41
70,58,14
5,-16,29
-27,18,5
79,-37,46
51,-11,31
-71,45,33
9,-1,20
90,59,48
90,-39,1
76,12,16
-56,15,12
52,-79,28
3,-29,26
24,-73,15
-2,15,37
-65,41,17
-51,-57,23
68,26,43
-73,-30,15
41,98,50
31,35,19
77,-48,7
-39,75,31
60,-72,17
53,21,24
-96,37,31
-88,-77,18
95,91,24
60,82,23
52,-68,32
-8,-68,48
79,-33,13
-55,92,1
-64,40,19
-19,-43,29
92,75,27
-20,70,16
-83,-82,44
-25,97,7
86,48,22
3,-66,24
47,42,23
-9,-87,15
14,35,29
-91,33,8
-74,-71,23
-36,1,18
-61,-67,47
-51,21,17
92,-19,49
-51,-59,45
33,-63,1
24,77,12
39,-85,7
61,-2,16
-10,4,4
28,-70,29
61,73,46
82,96,20
-70,-66,21
18,45,7
90,32,23
-27,-71,35
44,74,20
77,51,11
-12,96,25
-97,87,30
91,-42,34
-66,-6,31
51,71,14
27,71,15
88,11,4
16,-73,8
36,-88,4
-25,82,22
-70,39,41
12,27,48
21,54,33
-12,55,17
62,100,40
-71,-53,50
0,41,43
27,79,36
-30,61,45
12,-97,44
-65,97,19
72,-78,38
29,42,27
31,95,38
30,17,2
-40,39,47
11,-46,23
-72,-15,35
-25,-58,8
49,-65,29
-76,-25,38
43,-47,12
-29,-91,47
11,79,39
-28,79,9
10,19,42
8,58,48
6,-65,50
-18,-65,2
75,-14,15
12,42,37
-82,-15,28
-62,-12,3
-90,40,50
-81,-9,35
6,-35,44
53,38,50
-90,13,28
1,53,25
78,-49,13
1,55,30
61,-45,50
-16,-40,40
-85,-4,35
19,-54,19
-77,82,17
-5,-1,40
-6,5,41
14,91,31
-30,-82,38
-29,-83,2
82,20,35
46,11,8
31,-16,7
97,-30,4
6,89,39
-71,-77,23
-46,66,19
-82,18,4
1,97,45
-12,-50,38
62,-79,45
-72,91,10
15,92,50
-40,-77,48
-89,38,18
-14,-10,25
-39,67,14
-70,-31,34
84,-17,46
-80,21,30
20,-89,9
-74,77,29
-88,93,28
-33,-61,49
-77,67,40
77,55,46
-58,-19,11
22,-49,10
51,61,29
46,-17,31
41,45,16
6,-95,24
-99,-38,32
67,68,6
-26,60,25
-77,-79,34
-6,-22,40
-24,57,46
79,44,21
3,97,47
19,-12,18
-9,56,22
52,7,22
-45,-8,40
88,-71,41
88,58,17
-96,90,31
-19,-55,41
15,-40,47
-27,69,26
2,-12,11
87,56,48
58,22,45
77,-29,32
46,-28,42
18,96,34
88,-46,35
56,62,43
22,94,39
92,-23,50
-13,-86,1
11,79,32
67,-56,17
-68,33,24
-2,70,8
-63,10,35
-57,-53,36
4,-81,17
-73,-40,5
-21,89,15
-85,-14,25
-58,94,44
45,42,17
-62,-5,41
95,81,3
91,-53,10
-48,36,44
-50,86,37
94,72,39
-82,31,11
3,-94,34
-38,-27,39
-37,38,24
1,20,18
27,-68,16
-30,-67,44
29,-96,10
-15,-58,17
21,-91,20
-47,75,31
-48,31,19
35,74,6
62,50,22
88,-78,38
-15,-100,3
-67,-7,46
28,15,18
30,12,17
19,1,31
41,32,24
44,-70,6
26,-26,49
-45,-97,35
-55,1,43
-39,56,2
-13,73,41
-56,-51,14
92,-84,10
-66,-38,35
77,65,5
87,65,9
-70,28,48
52,68,12
15,89,39
-88,47,14
-98,73,11
68,44,46
45,40,45
-16,-64,45
-21,94,47
43,93,13
-6,1,34
5,-71,4
-56,22,11
-71,-20,13
-7,24,36
98,-100,2
-76,55,29
-71,-99,14
2,88,49
-88,-8,9
36,2,38
-76,28,29
82,-69,7
-61,62,47
45,-44,22
31,7,25
-7,67,33
-32,-2,37
-78,-86,8
-15,79,7
-76,-97,46
-8,81,31
82,-43,24
-21,22,12
-93,86,47
33,43,17
23,3,39
69,-74,32
76,-7,6
43,28,45
86,14,31
-18,44,48
-86,69,28
-67,-69,19
80,-10,22
94,-86,13
-94,67,26
-59,53,23
-5,-35,38
10,-1,44
-5,-17,19
-29,74,42
62,59,47
-97,88,46
-66,92,48
-35,27,15
-3,-10,34
74,46,5
2,-54,25
86,94,11
-57,49,27
1,33,35
-87,-66,35
-27,-61,19
-44,54,34
58,-19,47
-96,-18,45
58,95,19
39,12,12
-70,28,3
12,-23,13
-89,-8,42
-34,50,9
94,74,18
75,-62,47
38,-68,21
-53,-51,1
-72,-67,13
23,82,5
31,-11,38
-89,79,47
-70,7,23
-90,57,48
93,73,43
71,3,3
95,14,39
95,-36,24
59,-28,49
54,-20,16
57,49,30
-47,22,43
-90,62,37
-100,-76,47
-99,-94,40
28,86,21
57,68,41
-64,-8,15
-80,76,21
-88,-34,43
-84,9,45
-41,41,14
-53,-66,44
-1,-28,49
-72,38,29
76,-28,16
100,-9,37
-35,-67,19
20,-55,33
-20,-47,2
-47,90,15
72,-84,8
72,88,41
41,39,50
-86,83,45
-30,-68,17
100,77,5
73,81,7
15,-48,8
64,-10,32
11,-31,6
-60,-35,44
91,46,12
13,3,25
-100,-9,46
-36,-22,8
49,30,29
-85,-9,37
-94,56,21
-97,10,3
19,-6,1
-49,-85,23
60,0,1
-88,-64,32
-79,11,16
-77,-64,42
-69,73,14
16,30,13
40,5,33
43,-23,46
-57,78,5
41,-15,24
42,64,28
-32,24,42
-64,-82,5
-56,-28,15
62,58,34
-97,30,28
95,48,8
-92,-21,27
31,-77,4
-34,48,48
71,-71,10
59,58,20
72,-95,35
-75,48,45
25,66,27
-84,34,5
29,43,35
-94,50,47
-59,-72,26
-13,26,20
76,-9,45
96,47,4
-42,38,15
71,22,48
33,62,35
-6,-60,1
20,-41,41
8,81,14
-96,61,30
-86,36,38
-73,76,29
76,-43,42
-22,-63,25
-26,92,29
-78,69,28
2,-63,16
-22,13,6
-28,73,13
72,-79,33
84,-82,15
-49,13,6
5,59,29
-39,-69,11
-9,-91,25
98,52,39
-95,9,24
88,28,2
30,-52,7
-68,-91,41
37,-82,32
74,25,47
26,11,17
47,99,37
-16,13,39
39,54,43
-31,1,38
44,-38,18
-8,79,31
19,77,3
-5,81,21
-33,-48,46
1,-79,20
-42,-64,48
86,90,19
41,28,37
91,-62,5
-86,-54,45
88,96,13
14,-12,23
24,80,6
42,-53,45
2,61,20
85,25,9
-33,100,24
0,-98,38
-68,37,22
-84,34,44
-68,-76,8
-96,70,25
-85,59,48
88,-18,35
-67,-92,26
48,99,30
88,-100,7
69,6,45
96,-63,15
-9,91,12
67,69,30
17,0,23
6,76,49
-55,-7,2
-27,-59,39
53,18,24
94,-91,49
-73,-20,10
2,87,46
43,46,9
-85,10,43
-14,43,34
-65,81,19
15,-96,33
73,21,39
40,3,47
-35,16,7
7,85,34
-34,-6,23
43,33,29
-27,93,24
-44,-27,27
95,11,38
-38,-1,31
-62,-67,22
43,-76,24
8,-81,24
-64,-77,23
-2,62,28
23,45,18
-52,-61,13
62,-5,27
0,-47,34
-41,-91,48
-8,17,46
29,43,10
-1,-93,37
-90,-88,4
42,3,17
88,99,33
36,-10,10
92,-96,9
33,-65,28
47,95,31
61,-65,1
-14,26,42
-80,-82,23
30,-97,35
-46,69,50
-65,-42,49
81,31,15
-72,-51,50
-39,54,9
-19,19,24
38,43,50
-45,-13,48
62,75,48
-39,75,5
11,-83,44
-58,-33,28
-83,5,9
-23,90,28
-32,45,43
21,17,19
26,71,6
-70,-1,9
64,86,33
20,-96,38
-83,-54,7
16,-87,46
38,-30,41
-60,57,35
-80,84,43
14,54,28
58,-20,26
-69,-2,23
65,-45,9
22,79,31
-100,-43,17
95,-65,30
49,93,7
8,-29,35
75,56,18
51,9,10
-92,-55,5
37,-66,33
-43,-59,42
-83,44,16
71,68,10
54,75,12
-57,6,11
69,21,45
96,-60,40
51,-35,20
67,-2,5
11,47,16
15,-100,47
-16,-24,34
-40,-86,17
72,100,34
78,8,22
80,2,22
28,-73,1
32,20,43
35,-24,38
-5,74,35
-23,20,5
97,-84,34
45,97,23
36,2,36
-89,88,47
69,37,29
-82,97,5
-18,-4,31
69,85,34
84,-34,1
37,-60,9
17,33,20
44,43,31
86,70,9
54,83,45
-70,35,18
-21,-7,13
-25,51,43
-41,-61,40
-90,22,29
7,49,25
-26,2,39
28,32,47
-83,17,6
94,93,6
-2,25,12
-40,-53,19
-62,-20,40
-75,91,20
41,40,26
-81,78,17
-72,-68,45
-64,53,24
39,97,22
-55,37,1
17,75,7
20,44,29
-30,-52,48
-7,-49,8
26,35,40
-59,-4,14
74,9,35
14,41,42
67,-100,33
-71,-70,43
-9,-59,28
75,84,23
-11,-83,42
-100,-58,50
-34,-99,16
33,-64,20
77,-90,20
-38,-5,10
59,18,25
-9,-67,46
-49,-72,37
70,-1,4
54,70,38
53,-29,46
98,-43,49
-5,-22,42
-82,-34,45
-81,-37,44
-59,-93,7
18,-70,40
-15,30,47
-97,60,39
-66,7,30
-40,53,11
65,-38,8
-30,100,45
-61,-76,26
36,-56,17
-55,2,5
-81,36,26
-85,-34,1
36,2,23
-44,-33,44
-45,80,4
-31,-45,49
-12,-67,15
-85,77,13
48,35,12
-30,-67,4
22,-53,27
5,20,36
6,29,47
78,-82,12
94,28,34
47,-39,17
79,-62,1
8,-17,21
-60,32,36
-28,7,20
75,-26,1
73,78,37
33,-63,12
-98,64,43
-59,81,9
-82,18,32
54,6,34
75,96,19
99,-99,19
60,31,4
38,97,4
-27,-31,45
-33,-59,11
89,-90,38
-85,88,30
98,79,2
46,79,9
-3,-62,22
-84,-53,40
-88,-87,6
69,5,23
68,-6,1
91,-94,12
-43,15,33
-33,-85,49
80,40,26
-99,44,4
23,-8,24
-81,93,43
-52,-7,6
-86,-66,8
0,80,20
-65,-91,11
29,-85,6
-12,82,6
-27,-85,39
-42,54,36
-63,22,7
-36,23,32
-17,54,32
-62,3,41
2,-24,14
-35,-53,40
-90,75,25
-100,14,9
53,-32,6
-98,6,16
-55,-57,32
-54,-52,3
97,36,40
79,-40,35
-96,39,31
-22,-62,21
100,15,36
30,7,46
-86,6,39
0,77,24
-81,-100,1
70,-12,36
27,29,32
57,46,29
-14,97,38
-17,49,4
75,-100,44
-27,7,25
-63,-36,17
-83,32,1
-3,87,3
57,20,22
-98,-46,9
84,-70,20
72,78,12
-96,-1,22
32,49,16
-68,60,30
-64,89,32
-66,-45,20
-64,74,27
6,-65,27
-28,16,25
83,-28,8
88,37,28
-9,17,20
-93,-79,15
-84,36,34
-98,60,21
94,70,7
-7,72,18
64,-64,28
-94,-41,38
-4,2,1
86,-48,13
-8,94,17
44,-67,33
13,55,40
-33,-40,34
-82,5,39
40,8,11
3,25,9
5,74,3
-69,83,38
-80,-94,24
-98,26,20
-38,-25,16
-5,16,49
-79,92,5
-87,20,15
66,-91,24
38,26,4
39,-52,7
-90,-92,33
-26,-95,6
25,-93,6
-99,-75,12
37,-88,1
-88,-46,35
-74,-88,45
-35,79,12
-91,32,45
-11,-67,47
31,15,39
23,-83,35
80,60,19
-70,-17,40
45,-16,37
-49,77,7
-44,-49,46
-71,7,45
-55,-94,43
-78,-78,27
-56,61,25
-99,-64,4
-15,80,19
19,-7,12
6,69,13
-66,30,1
86,39,33
-9,29,28
-55,31,46
27,-32,3
2,11,14
-38,-21,39
-33,71,8
28,81,33
-48,-4,36
-13,24,3
94,54,19
-40,-73,2
71,-71,27
-69,-52,19
-46,-73,31
100,77,47
63,74,34
38,6,16
50,-87,1
28,29,50
-76,-37,34
-4,94,38
15,67,42
18,98,22
-17,-36,4
36,27,22
-79,-78,43
-85,-49,37
-95,25,47
-77,-4,18
-95,-55,39
-53,15,25
-82,-39,21
36,-26,3
20,-85,22
-62,-63,38
50,48,11
-66,44,25
-53,22,2
92,-3,33
80,74,36
77,-25,14
96,-81,12
62,-61,25
-17,-57,1
-59,41,41
-82,94,37
-9,-40,14
35,-44,14
71,-77,18
-48,-1,24
98,75,49
-68,26,19
-92,-40,41
-95,-74,46
-38,60,49
-81,-25,7
13,65,30
-34,33,26
-63,88,48
25,55,13
61,67,27
51,-89,28
50,13,35
11,-78,44
81,75,25
14,-89,4
-83,-79,1
-16,92,29
95,-82,35
-18,21,37
-73,10,23
-87,-68,9
100,83,28
-70,-37,34
92,-54,21
2,-62,17
90,-14,32
22,-12,18
-16,34,45
-7,72,31
-47,-90,16
-63,12,37
54,-54,15
-62,-100,5
55,-18,32
91,-74,50
-57,-72,7
33,40,6
-40,-71,36
12,-67,17
-47,65,8
89,-12,26
56,-26,49
25,72,20
-20,-2,6
-97,71,10
-24,76,15
73,-29,41
38,56,30
-79,1,2
83,-57,31
19,-86,41
-72,-97,13
73,85,11
-95,-48,50
14,-85,2
-34,-53,31
-54,-35,13
-93,-37,12
-82,-79,44
73,-12,31
-41,34,39
-15,30,40
-47,30,1
-26,-39,50
82,-20,4
-96,-82,13
-25,76,14
-95,39,41
-75,81,13
63,-72,29
61,-97,9
74,-84,40
-99,44,44
-40,0,23
65,17,11
54,28,6
-25,73,6
-28,-9,28
15,53,41
14,34,33
-22,-27,38
-63,-35,5
-39,31,2
62,14,34
3,-77,40
-19,87,46
-33,-39,49
55,-94,38
-44,74,48
-23,-16,13
98,-98,37
21,71,48
-67,-72,39
32,31,10
41,63,3
38,2,42
61,86,42
-40,13,49
-36,34,6
-23,96,49
-29,-12,9
-98,89,39
31,54,21
-39,-94,15
-8,-74,17
-77,89,18
-25,-34,7
55,94,11
-100,-64,50
27,-21,31
98,-76,11
81,97,17
-76,-75,3
45,34,32
22,63,12
-38,67,27
35,41,5
-73,25,11
55,-16,38
77,-84,47
-64,-56,3
10,-93,47
-26,-44,47
-8,-24,35
73,86,8
-69,-28,10
-23,-100,28
51,-66,10
28,-65,40
-37,27,10
78,19,8
-69,-54,30
22,-44,48
-6,-11,38
16,-47,10
-10,96,17
-50,-95,48
91,91,14
6,-44,30
6,-17,2
-71,-70,2
56,-71,1
7,-50,37
-92,46,22
48,-8,13
100,-21,3
65,-56,29
-3,-50,26
95,88,48
-67,-8,2
-23,37,49
66,-3,26
67,69,27
-96,-4,27
-69,-55,30
50,61,3
84,97,1
82,-25,4
-62,-10,29
84,41,11
34,-57,27
-94,-70,6
-8,-36,28
-97,-20,31
34,-91,8
-17,-44,21
74,-16,5
-29,0,28
29,28,44
-45,-50,50
-67,-62,2
89,-3,13
-49,-72,35
-1,5,2
-100,-55,22
12,-31,28
46,20,41
60,-3,42
-38,-21,32
86,67,12
70,0,2
-95,-54,26
-64,-41,15
92,33,33
9,-75,28
86,52,15
50,20,29
-51,25,15
87,24,49
-65,40,12
42,-97,7
-48,55,43
34,67,2
28,-5,25
-77,-52,37
-56,-62,36
-16,-83,18
10,23,22
82,-18,25
100,-87,30
-28,17,17
27,-43,3
-1,-76,25
99,-66,6
85,-8,44
-54,-55,17
-69,-41,38
39,44,10
-42,-38,4
76,8,40
-66,-38,45
31,10,30
8,-96,30
0,28,50
91,-9,3
-12,95,14
-67,-42,28
48,-55,50
-67,17,40
-6,-32,49
-12,-99,45
88,-12,41
15,-12,21
-97,5,41
-73,-12,37
-89,-54,47
-52,-37,21
32,89,48
81,94,1
-60,-57,36
74,49,9
65,-83,24
-37,-47,7
-46,26,35
4,86,27
100,-77,47
51,-74,41
67,-76,11
-26,-21,12
52,52,10
-11,44,42
-96,-23,48
-96,-5,45
